Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,Datum_1_Interview,Datum_2_Interview,Datum_3_Interview,Datum_4_Interview,V1,V01,V2,V3,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V10,V11,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V13,V14,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,V19_2_Interview,V19_3_Interview,V19_4_Interview,V20_2_Interview,V20_3_Interview,V20_4_Interview,V21_2_Interview,V21_3_Interview,V21_4_Interview,Miss_row_%,Days_Between_2_and_1_Interview,Days_Between_3_and_2_Interview,Days_Between_4_and_3_Interview,D4_2_1,D4_3_2,D4_4_3,D4_4_1,D6_2_1,D6_3_2,D6_4_3,D6_4_1,D12_2_1,D12_3_2,D12_4_3,D12_4_1
DB_2__405__9,DB_2__405,2018-04-07 00:00:00,2018-05-07 00:00:00,2018-06-07 00:00:00,2018-07-13 00:00:00,PayPal,393.0,1.0,1.0,5.0,5.0,6.0,6.0,5.0,3.0,8.0,8.0,1.0,1.0,5.0,8.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,7.0,7.0,4.0,2,2.0,5.0,7.0,7.0,5.454545454545453,30.0,31.0,36.0,0.0,1.0,0.0,1.0,-2.0,5.0,0.0,3.0,3.0,-1.0,0.0,2.0
DB_3__406__9,DB_3__406,2018-04-07 00:00:00,2018-05-08 00:00:00,2018-06-10 00:00:00,2018-07-14 00:00:00,Kicktipp,294.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,9.0,7.0,7.0,1.0,1.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,8.0,8.0,5.0,8.0,8.0,10.0,8.0,8.0,10.0,10,10.0,10.0,8.0,8.0,5.454545454545453,31.0,33.0,34.0,2.0,2.0,0.0,4.0,4.0,-2.0,0.0,2.0,0.0,-2.0,0.0,-2.0
DB_4__407__9,DB_4__407,2018-04-08 00:00:00,2018-05-08 00:00:00,2018-06-10 00:00:00,2018-07-14 00:00:00,Zalando,614.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,7.0,8.0,8.0,1.0,1.0,7.0,8.0,8.0,8.0,10.0,1.0,5.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,10,10.0,10.0,8.0,8.0,5.454545454545453,30.0,33.0,34.0,-2.0,0.0,0.0,-2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
DB_5__408__9,DB_5__408,2018-04-10 00:00:00,2018-05-10 00:00:00,2018-06-10 00:00:00,2018-07-15 00:00:00,Youtube,613.0,2.0,1.0,5.0,4.0,1.0,1.0,5.0,8.0,8.0,8.0,1.0,1.0,5.0,5.0,8.0,8.0,5.0,5.0,9.0,9.0,9.0,9.0,10.0,10.0,6.0,7.0,7.0,10.0,9,9.0,10.0,9.0,9.0,5.454545454545453,30.0,31.0,35.0,-1.0,-3.0,0.0,-4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
ME_1__409__9,ME_1__409,2018-03-15 00:00:00,2018-04-20 00:00:00,2018-05-26 00:00:00,2018-07-09 00:00:00,YouTube,613.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,7.0,1.0,1.0,9.0,7.0,7.0,6.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,10.0,10,10.0,10.0,10.0,10.0,1.818181818181813,36.0,36.0,44.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-2.0,0.0,-1.0,-3.0
US_1__410__9,US_1__410,2018-03-20 00:00:00,2018-04-20 00:00:00,2018-06-23 00:00:00,2018-07-19 00:00:00,Spotify,505.0,2.0,2.0,1.0,1.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,3.0,3.0,10.0,10.0,10.0,10.0,9,10.0,10.0,10.0,10.0,1.818181818181813,31.0,64.0,26.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TU_1__411__9,TU_1__411,2018-04-02 00:00:00,2018-05-10 00:00:00,2018-06-12 00:00:00,2018-07-16 00:00:00,Amazon,27.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,8.0,10.0,10.0,1.0,1.0,8.0,7.0,7.0,7.0,9.0,8.0,8.0,9.0,9.0,6.0,6.0,4.0,8.0,8.0,5.0,9.0,9,9.0,10.0,10.0,10.0,1.818181818181813,38.0,33.0,34.0,-1.0,0.0,0.0,-1.0,-2.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0
CC_1__412__9,CC_1__412,2018-04-10 00:00:00,2018-05-20 00:00:00,2018-06-23 00:00:00,2018-07-29 00:00:00,Lovoo,320.0,2.0,2.0,2.0,3.0,2.0,3.0,10.0,10.0,10.0,10.0,5.0,1.0,6.0,5.0,6.0,7.0,8.0,8.0,10.0,9.0,9.0,10.0,9.0,8.0,5.0,7.0,8.0,10.0,10,10.0,6.0,8.0,8.0,1.818181818181813,40.0,34.0,36.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0
IE_1__413__9,IE_1__413,2018-04-11 00:00:00,2018-05-20 00:00:00,2018-06-27 00:00:00,2018-07-19 00:00:00,Mail,324.0,1.0,1.0,1.0,3.0,2.0,2.0,8.0,7.0,8.0,8.0,5.0,1.0,7.0,6.0,5.0,6.0,8.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.0,5.0,6.0,7,6.0,6.0,6.0,7.0,1.818181818181813,39.0,38.0,22.0,2.0,-1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0
SS_01__1__10,SS_01__1,2018-01-03 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-28 00:00:00,MVG Navigator,353.0,1.0,1.0,6.0,7.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5.454545454545453,28.0,28.0,28.0,1.0,0.0,0.0,1.0,-4.0,0.0,0.0,-4.0,-8.0,0.0,0.0,-8.0
JH_02__2__10,JH_02__2,2018-01-04 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-03-29 00:00:00,Facetime,173.0,2.0,1.0,3.0,5.0,5.0,5.0,9.0,10.0,8.0,9.0,1.0,2.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,7.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10,10.0,10.0,9.0,8.0,1.818181818181813,28.0,28.0,28.0,2.0,0.0,0.0,2.0,1.0,-2.0,1.0,0.0,1.0,-1.0,0.0,0.0
CH_03__3__10,CH_03__3,2018-01-05 00:00:00,2018-02-02 00:00:00,2018-03-02 00:00:00,2018-03-30 00:00:00,Kicktipp,294.0,2.0,1.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,10.0,10.0,8.0,10.0,10,10.0,10.0,10.0,8.0,5.454545454545453,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
NR_04__4__10,NR_04__4,2018-01-05 00:00:00,2018-02-02 00:00:00,2018-03-02 00:00:00,2018-03-30 00:00:00,Kicktipp,294.0,2.0,1.0,6.0,4.0,4.0,4.0,9.0,8.0,8.0,9.0,1.0,1.0,10.0,9.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,7.0,9.0,10.0,10.0,10,10.0,8.0,4.0,5.0,5.454545454545453,28.0,28.0,28.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,-1.0
MD_05__5__10,MD_05__5,2018-01-06 00:00:00,2018-02-04 00:00:00,2018-03-04 00:00:00,2018-03-31 00:00:00,Sparkasse,495.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,6.0,3.0,6.0,1.0,7.0,10.0,10.0,9.0,9.0,10.0,10.0,7.0,8.0,8.0,1.0,1.0,2.0,10.0,8.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,29.0,28.0,27.0,0.0,1.0,-1.0,0.0,1.0,-3.0,3.0,1.0,0.0,-1.0,0.0,-1.0
BO_06__6__10,BO_06__6,2018-01-06 00:00:00,2018-02-04 00:00:00,2018-03-04 00:00:00,2018-03-31 00:00:00,Consors,119.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,9.0,9.0,10.0,1.0,1.0,8.0,8.0,9.0,9.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,9.0,10.0,10,10.0,9.0,10.0,10.0,5.454545454545453,29.0,28.0,27.0,-3.0,1.0,0.0,-2.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0
BK_07__7__10,BK_07__7,2018-01-06 00:00:00,2018-02-04 00:00:00,2018-03-04 00:00:00,2018-03-31 00:00:00,Prime Now,415.0,1.0,1.0,6.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4,2.0,1.0,1.0,1.0,5.454545454545453,29.0,28.0,27.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-6.0,0.0,0.0,-6.0
JL_08__8__10,JL_08__8,2018-01-06 00:00:00,2018-02-03 00:00:00,2018-03-03 00:00:00,2018-03-31 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,8.0,1.0,2.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,6.0,4.0,5.0,7.0,7.0,7.0,10.0,10,10.0,7.0,8.0,8.0,3.6363636363636402,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-1.0,0.0,-1.0
NS_09__9__10,NS_09__9,2018-01-11 00:00:00,2018-02-07 00:00:00,2018-03-08 00:00:00,2018-04-05 00:00:00,Facebook,170.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,2.0,7.0,4.0,5.0,10.0,8.0,10.0,5.0,5.0,3.0,1.0,4,3.0,1.0,2.0,2.0,3.6363636363636402,27.0,29.0,28.0,1.0,0.0,0.0,1.0,1.0,2.0,-6.0,-3.0,1.0,3.0,0.0,4.0
NH_10__10__10,NH_10__10,2018-01-13 00:00:00,2018-02-07 00:00:00,2018-03-10 00:00:00,2018-04-07 00:00:00,Sparkasse,495.0,1.0,1.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,7.0,5.0,1.0,10.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,9.0,5,4.0,4.0,8.0,1.0,5.454545454545453,25.0,31.0,28.0,0.0,0.0,2.0,2.0,0.0,0.0,-4.0,-4.0,3.0,-2.0,-4.0,-3.0
KH_11__11__10,KH_11__11,2018-01-13 00:00:00,2018-02-10 00:00:00,2018-03-10 00:00:00,2018-04-07 00:00:00,Airbnb,20.0,1.0,1.0,4.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,8.0,1.0,1.0,1.0,3.6363636363636402,28.0,28.0,28.0,3.0,0.0,0.0,3.0,-7.0,0.0,0.0,-7.0,-8.0,0.0,0.0,-8.0
SK_12__12__10,SK_12__12,2018-01-13 00:00:00,2018-02-10 00:00:00,2018-03-10 00:00:00,2018-04-07 00:00:00,Candy Mania,622.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,6.0,1.0,9.0,1.0,1.0,5.0,7.0,1.0,9.0,10.0,1.0,10.0,1.0,10.0,4.0,1.0,9.0,8.0,1.0,9.0,10.0,10,10.0,9.0,1.0,10.0,5.454545454545453,28.0,28.0,28.0,-1.0,6.0,-6.0,-1.0,4.0,-5.0,8.0,7.0,2.0,-6.0,8.0,4.0
MW_14__14__10,MW_14__14,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Dropbox,146.0,1.0,1.0,3.0,1.0,6.0,7.0,10.0,10.0,10.0,1.0,1.0,1.0,8.0,5.0,7.0,1.0,10.0,5.0,7.0,6.0,1.0,1.0,2.0,1.0,10.0,4.0,1.0,10.0,10,5.0,10.0,8.0,1.0,5.454545454545453,28.0,28.0,28.0,-2.0,5.0,1.0,4.0,0.0,0.0,-9.0,-9.0,-3.0,2.0,-6.0,-7.0
MF_15__15__10,MF_15__15,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Dict cc,134.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,7.2727272727272805,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-3.0
SB_16__16__10,SB_16__16,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Communio,116.0,2.0,1.0,3.0,2.0,2.0,2.0,9.0,10.0,8.0,8.0,10.0,4.0,7.0,6.0,5.0,5.0,10.0,8.0,10.0,9.0,9.0,7.0,5.0,6.0,6.0,4.0,4.0,10.0,10,10.0,8.0,6.0,7.0,3.6363636363636402,28.0,28.0,28.0,-1.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0
SJ_17__17__10,SJ_17__17,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Ebay Kleinanzeigen,155.0,1.0,1.0,5.0,6.0,7.0,7.0,8.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,10.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,3,4.0,7.0,1.0,1.0,3.6363636363636402,28.0,28.0,28.0,1.0,1.0,0.0,2.0,-4.0,-3.0,0.0,-7.0,0.0,-5.0,0.0,-5.0
BK_18__18__10,BK_18__18,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK_19__19__10,FK_19__19,2018-01-14 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-08 00:00:00,Burger King,89.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,8.0,3.0,7.0,5.0,5.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,5.0,5,5.0,8.0,8.0,8.0,3.6363636363636402,28.0,28.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
LF_20__20__10,LF_20__20,2018-01-15 00:00:00,2018-02-12 00:00:00,2018-03-12 00:00:00,2018-04-09 00:00:00,DB Navigator,126.0,1.0,1.0,4.0,6.0,7.0,7.0,8.0,3.0,1.0,1.0,2.0,2.0,8.0,7.0,1.0,1.0,8.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,3,3.0,7.0,1.0,1.0,1.818181818181813,28.0,28.0,28.0,2.0,1.0,0.0,3.0,-5.0,-2.0,0.0,-7.0,-1.0,-6.0,0.0,-7.0
AF_21__21__10,AF_21__21,2018-01-15 00:00:00,2018-02-12 00:00:00,2018-03-12 00:00:00,2018-04-09 00:00:00,Wetter online,595.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,7.0,7.0,6.0,1.0,1.0,5.0,7.0,8.0,9.0,10.0,7.0,6.0,5.0,5.0,1.0,2.0,3.0,8.0,9.0,9.0,10.0,9,8.0,7.0,9.0,9.0,5.454545454545453,28.0,28.0,28.0,2.0,0.0,-2.0,0.0,2.0,0.0,-1.0,1.0,2.0,1.0,1.0,4.0
HL_1__34__10,HL_1__34,2018-02-06 00:00:00,2018-03-08 00:00:00,2018-04-10 00:00:00,2018-05-16 00:00:00,messenger,172.0,1.0,1.0,3.0,2.0,2.0,4.0,7.0,9.0,9.0,8.0,1.0,3.0,9.0,9.0,9.0,5.0,5.0,5.0,10.0,10.0,10.0,7.0,7.0,4.0,8.0,8.0,7.0,8.0,8,7.0,9.0,9.0,9.0,1.818181818181813,30.0,33.0,36.0,-1.0,0.0,2.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,-4.0,-4.0
HL_2__35__10,HL_2__35,2018-02-10 00:00:00,2018-03-15 00:00:00,2018-04-17 00:00:00,2018-05-16 00:00:00,facebook,170.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,9.0,9.0,9.0,1.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10,9.0,10.0,10.0,9.0,0.0,33.0,33.0,29.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0
HL_3__36__10,HL_3__36,2018-02-14 00:00:00,2018-03-14 00:00:00,2018-05-02 00:00:00,2018-06-10 00:00:00,Splitwise,502.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,10.0,10.0,10.0,1.0,6.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,3.0,4.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,0.0,28.0,49.0,39.0,-2.0,0.0,2.0,0.0,8.0,0.0,0.0,8.0,6.0,0.0,0.0,6.0
HL_4__37__10,HL_4__37,2018-02-14 00:00:00,2018-03-16 00:00:00,2018-04-21 00:00:00,2018-06-03 00:00:00,Leo,306.0,2.0,1.0,3.0,3.0,3.0,3.0,8.0,6.0,6.0,6.0,1.0,3.0,9.0,8.0,8.0,9.0,10.0,10.0,7.0,7.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,9,9.0,7.0,7.0,8.0,0.0,30.0,36.0,43.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0
HL_5__38__10,HL_5__38,2018-02-16 00:00:00,2018-03-16 00:00:00,2018-04-20 00:00:00,2018-05-18 00:00:00,Trip Advisor,544.0,2.0,1.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,1.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,8,8.0,6.0,6.0,6.0,0.0,28.0,35.0,28.0,-2.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0
HL_6__39__10,HL_6__39,2018-02-16 00:00:00,2018-03-17 00:00:00,2018-04-20 00:00:00,2018-06-05 00:00:00,TV Spielfilm,552.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,9.0,9.0,9.0,1.0,1.0,10.0,7.0,7.0,7.0,10.0,10.0,9.0,9.0,9.0,5.0,5.0,5.0,8.0,8.0,8.0,10.0,9,10.0,9.0,9.0,10.0,1.818181818181813,29.0,34.0,46.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-3.0,0.0,0.0,-3.0
HL_7__40__10,HL_7__40,2018-02-17 00:00:00,2018-03-18 00:00:00,2018-04-21 00:00:00,2018-05-28 00:00:00,Burger King,89.0,2.0,1.0,2.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,1.0,1.0,8.0,9.0,9.0,9.0,3.0,10.0,8.0,8.0,8.0,4.0,4.0,6.0,7.0,7.0,7.0,8.0,6,6.0,5.0,5.0,6.0,1.818181818181813,29.0,34.0,37.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
HL_8__41__10,HL_8__41,2018-02-18 00:00:00,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-16 00:00:00,Snap Chat,485.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,8.0,7.0,1.0,1.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9,8.0,7.0,7.0,8.0,1.818181818181813,28.0,28.0,31.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0
HL_13__46__10,HL_13__46,2018-02-24 00:00:00,2018-03-27 00:00:00,2018-04-20 00:00:00,2018-06-18 00:00:00,freeletics,205.0,1.0,1.0,4.0,3.0,3.0,3.0,8.0,7.0,7.0,7.0,1.0,1.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,10.0,6,6.0,8.0,8.0,8.0,1.818181818181813,31.0,24.0,59.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0
HL_14__47__10,HL_14__47,2018-02-24 00:00:00,2018-03-27 00:00:00,2018-05-02 00:00:00,2018-06-03 00:00:00,kicker,292.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,1.0,3.0,9.0,8.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,9,9.0,9.0,9.0,9.0,1.818181818181813,31.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
P1__79__10,P1__79,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Youtube,613.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,6.0,6.0,6.0,10.0,1.0,10.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,5.0,10.0,10,10.0,6.0,6.0,6.0,5.454545454545453,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
P2__80__10,P2__80,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Kicker,292.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,8.0,8.0,8.0,10.0,10,10.0,9.0,9.0,9.0,3.6363636363636402,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
P4__82__10,P4__82,2018-03-19 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Apple-Karten,40.0,1.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,10.0,10.0,10.0,2.0,2.0,2.0,3.0,3.0,3.0,10.0,10,10.0,5.0,5.0,5.0,5.454545454545453,27.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5__83__10,P5__83,2018-03-19 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Netflix,368.0,2.0,1.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,27.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK__87__10,TK__87,2018-03-15 00:00:00,2018-04-17 00:00:00,2018-05-18 00:00:00,2018-05-19 00:00:00,Xing,606.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,4.0,5.0,7.0,1.0,1.0,3.0,7.0,8.0,9.0,6.0,3.0,3.0,4.0,6.0,1.0,3.0,6.0,2.0,5.0,8.0,4.0,5,7.0,5.0,6.0,7.0,5.454545454545453,33.0,31.0,1.0,1.0,-2.0,-2.0,-3.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,6.0
KH__88__10,KH__88,2018-03-16 00:00:00,2018-04-17 00:00:00,2018-05-18 00:00:00,2018-05-19 00:00:00,Spotify,505.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,10.0,1.0,1.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9,10.0,9.0,9.0,10.0,5.454545454545453,32.0,31.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
KK1808__94__10,KK1808__94,2018-03-14 00:00:00,2018-04-12 00:00:00,2018-05-12 00:00:00,2018-06-19 00:00:00,Kicker,292.0,1.0,1.0,4.0,4.0,5.0,6.0,7.0,3.0,6.0,5.0,1.0,7.0,7.0,6.0,7.0,6.0,10.0,3.0,2.0,5.0,1.0,3.0,4.0,1.0,7.0,5.0,7.0,10.0,5,3.0,6.0,10.0,7.0,5.454545454545453,29.0,30.0,38.0,0.0,1.0,1.0,2.0,-4.0,3.0,-1.0,-2.0,-1.0,1.0,-1.0,-1.0
FT2311__96__10,FT2311__96,2018-03-17 00:00:00,2018-04-14 00:00:00,2018-05-12 00:00:00,2018-06-19 00:00:00,Onefootball,378.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,7.0,10.0,6.0,1.0,1.0,9.0,7.0,10.0,10.0,10.0,4.0,3.0,7.0,6.0,2.0,2.0,7.0,7.0,10.0,10.0,8.0,10,10.0,6.0,10.0,10.0,5.454545454545453,28.0,28.0,38.0,0.0,0.0,-1.0,-1.0,0.0,3.0,-4.0,-1.0,-2.0,3.0,0.0,1.0
LK_1__99__10,LK_1__99,2018-03-18 00:00:00,2018-04-18 00:00:00,2018-05-16 00:00:00,2018-06-13 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,7.0,5.0,10.0,10.0,9.0,8.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,9.0,10.0,9.0,8.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,31.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-1.0,-1.0,-3.0
